title,release_date,genres,overview,first_genre
Saint Seiya Heaven Chapter: Overture,2004-02-14,Animation|Fantasy,saint victori hade seiya left wound motionless wheel chair possibl chanc recoveri athena sister artemi virgin goddess moon twin sister apollo make elabor propos restor seiya physic health exchang supremaci sanctuari athena accept artemi knight sky swift take control sanctuari now seiya fellow bronz saint combat forc zeus regain homeland easi bronz saint hydra ichi unicorn jabu silver saint ophiuchus shaina join forc artemi apollo,Animation
Trémulo,2015-03-08,Romance,carlo sweep mop floor old-tim barbershop day independ day custom julio eye meet barbershop close julio come back carlo spend night togeth eat chat even danc know full well encount brief short-liv,Romance
Their Finest,2017-04-06,Romance|War|Comedy|Drama,british film crew attempt boost moral world war ii make propaganda film blitzkrieg,Romance
Samurai X: Trust & Betrayal,1999-01-01,Animation|Action|Adventure|Drama|Romance,taken slaver child himura kenshin rescu encount bandit kill everyon found master divin justic school swordmanship school dead train mean death master student master,Animation
A Date for Mad Mary,2016-09-02,Romance|Drama|Comedy, mad mari mcardl return drogheda short spell prison someth 'd rather forget back home everyth everyon chang best friend charlen get marri mari maid honor when charlen refus mari ground probabl could n't find date mari becom determin prove wrong,Romance
Snapdragon,1993-12-01,Romance|Thriller|Mystery,erot amnesiac lure polic psychologist world lust danger,Romance
Wallace & Gromit's Cracking Contraptions,2002-10-15,Animation|Comedy,wallac gromit tri number latest invent rare work plan,Animation
Lily  & the Snowman,2015-12-13,Animation,winter magic snowman put show littl girl time life pull apart will rememb take time love ,Animation
Lilo & Stitch 2: Stitch has a Glitch,2005-01-29,Animation|Comedy|Family,now find rowdi extraterrestri get use life new ohana howev malfunct ultim creation dr jumba soon emerg reinstat destruct program threaten ruin friendship lilo short good ,Animation
Space Mutiny,1988-01-01,Romance|Adventure|Science Fiction,pilot hope stop mutini spacecraft secur crew plot sell crew ship slaveri,Romance
Mr & Mme Adelman,2017-03-08,Romance|Drama|Comedy,how sarah victor get along year realli enigmat woman live shadow husband love ambit betray secret nourish odyssey extraordinari coupl cross small great histori last centuri,Romance
"Didi, the Goofy Cupid",2003-04-27,Romance|Comedy|Family,clumsi angel sent away heaven god himself may return becom good cupid first coupl tri connect real challeng man poor girl come rich famili name romeu julieta,Romance
John Apple Jack,2013-11-29,Romance|Comedy,playboy learn love virgin learn live queer romant comedi set restaur industri appl jack bring east west togeth creat sumptuous heart-warm dish when john discov sister fianc jack childhood crush passion ignit life spiral control lose job playboy reput underwear rush altar final confess love ,Romance
A Plasticine Crow,1981-12-31,Animation,short anim russian folk tale made parodi fabl ivan krylov crow fox,Animation
Rejected,2000-07-25,Animation|Comedy,anim commiss work reject increas absurd violent tone reflect anim progress breakdown ,Animation
Toward the Terra,1980-04-25,Animation|Adventure|Action|Science Fiction,young boy learn part power race psionic human must fight normal human determin keep earth,Animation
Spring on Zarechnaya Street,1956-11-26,Romance,idealist sophist young woman meet rough-around-the-edg blue collar man reject find later destin true love togeth fact pass certif test threw adult educ class,Romance
Julie & Jack,2003-01-01,Romance|Science Fiction,love stori hitchcockian overton comput chip salesman meet perfect girl brilliant softwar develop  disappear jack livingston justin kunkl find juli romanov jenn gotzon internet date servic 's convinc life perfect vanish 's left distraught confus turn juli mother hitchcock vet tippi hedren learn startl revel,Romance
There Once Was a Dog,1982-01-01,Animation|Comedy|Family,day come old watchdog becom useless master kind n't decid drive away howev turn exasper dog stay indiffer home theft dog leav forest meet wolf old enemi,Animation
Replica,2005-04-01,Romance|Science Fiction|Thriller,suffer kidney failur joe comput chip salesman goe organ transplant administ dr evelyn tyler biogeneticist therapeut technolog locat dna drive joe grate new kidney becom interest obsess dr tyler show world miracul amaz wonder biotechnolog seem technolog panacea also fill uncertainti danger dilemma chang live forev,Romance
Superbia,2016-05-17,Animation,nativ peopl surrealist land superbia men women form separ societi face chang spark first equal coupl histori,Animation
The Matrimaniac,1916-12-16,Romance|Comedy,young coupl attempt elop bride irat father hot pursuit train stop briefli young man dash find minist get minist train leav carri bride-to- away now young man minist tow pursu bride father hord lawmen pursu,Romance
The Mouse and His Child,1977-11-18,Animation|Drama|Family,mous son part singl small wind-up toy must wound mean key father back unbox discov toy shop befriend toy eleph toy seal child mous propos stay shop form famili toy ridicul fall counter becom broken thrown trash outsid becom enslav manni rat run casino citi dump use broken wind-up toy slave labor forc aid psychic frog mice escap meet various anim charact quest becom free independ self-wind toy rediscov eleph seal somewhat broken manag form famili destroy rat empir,Animation
The Sweet Life,2016-06-07,Romance|Drama|Comedy,kenni ice cream vendor chicago crisp white uniform apathet heart when encount lolita sharp-tongu despond insur actuari heat convers natur spark mutual hopeless lead unusu propos meet-cut travel san francisco jump golden gate bridg togeth,Romance
Granny O'Grimm's Sleeping Beauty,2008-01-01,Animation,granni o'grimm seem sweet old ladi lose plot tell version sleep beauti terrifi granddaught,Animation
London Spy,2015-11-09,Romance|Crime|Drama|Mystery|Thriller,romanc mi6 code genius ordinari man promis happi tragedi strike spi die suspici circumst forc lover pursu truth death,Romance
The Old Crocodile,2005-01-01,Animation,short movi illustr black white use rather simpl anim stori told narrat love british voic remind malcolm mcdowel voic charact well stori ageless old crocodil quit nasti even croc 's older lazi most sit around littl,Animation
In This Corner of the World,2016-11-12,Animation|Drama,newlyw suzu urano move new life kure citi coast hiroshima prefectur persever world war ii pluck determin,Animation
Korgoth of Barbaria,2006-06-03,Animation|Comedy|Fantasy,dark futur wasteland great citi risen fallen primordi beast reclaim wilder thiev savag popul spars dirti town frozen north emerg warrior known korgoth merciless savageri may key surviv,Animation
Flatland: The Film,2007-01-14,Animation|Science Fiction,flatland two-dimension univers occupi live geometr figur squar triangl circl etc squar attorney law find middl upheav rise martial law circular leadership flatland arriv a sphere ceo messiah incorpor creatur hitherto-unknown third dimension world,Animation
Heavy Traffic,1973-08-08,Animation|Comedy|Drama, underground cartoonist contend life inner citi various unsavori charact serv inspir artwork,Animation
"Kidnapping, Caucasian Style",2014-08-21,Romance|Comedy|Adventure,shura journalist come caucasus shoot report local beauti tradit gorski fiefdom local citi mayor georg gadzhievich saahova support fashion given governor plan marri young beauti athlet even ekstremalka nina pleas shurik use hapless journalist caax henchmen kidnap nina realiz play shura rush save girlfriend ,Romance
The Lighthouse of the Orcas,2016-12-16,Romance|Drama,mother travel patagonia autist son hope ranger pod wild orca help find emot connect,Romance
Scrat's Continental Crack-Up: Part 2,2011-11-16,Animation|Comedy|Adventure,short film continu adventur titl charact tri retriev elus acorn,Animation
Club of the Laid Off,1989-01-01,Animation|Fantasy,laid-off old mannequin spend crack broken live old abandon warehous new mannequin brought warehous old well younger generat group must live togeth 's easi,Animation
Wandering Sagittarius,1993-06-06,Romance|Drama|Comedy|Fantasy,discov time tunnel 1960-i journalist decid make cash,Romance
Parasite Eve,1997-01-01,Romance|Horror|Science Fiction|Thriller|Drama,toshiaki nagashima biologist major research mitochondria when beauti young wife tragic involv car accid leav brain dead desper steal liver bodi order reciev mitochondria resurrect wife dead killer mitochondria take form assist,Romance
Time Chasers,1994-03-17,Romance|Science Fiction|Drama,inventor come time machin must prevent abus hand evil c.e.o,Romance
"Monster High: Boo York, Boo York",2015-10-19,Animation|Family,ghoul take bite boo york de nile hope meet dynast destini carv new empir catti noir tri find music ghoul take boo york storm,Animation
Monster High: Haunted,2015-03-02,Animation|Family|Fantasy,lurk 's wait monster high ghoul bring killer fashion howlway spooktacular haunt high when ghoul monster high follow spectra vondergeist day discov creeperiff ghost world all-spirit school scary-cut student bodi hard welcom strict princip reven punish spectra fright detent chain prevent re-join monster high now 's imperfect perfect friend take ghost form order save disappear forev ,Animation
